name,price,storage_gb,primary_use_case,OS,Weight,Touch,Size,Resolution,PPI,Anti Glare Screen,Processor,Brand,RAM,Generation,RAM_Type,GPU_Model,GPU_Type
Asus BR1100CKA-GJ0722W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),29990,128,Business,Windows 11,1.26,No,11.6,1366x768,135,Yes,Intel Celeron  N4500,Asus,4,Celeron,DDR4,Unknown,Integrated
Asus ROG Zephyrus G14 GA401IHR-K2066TS Laptop (Ryzen 7 4800HS/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),74990,1024,Gaming,Windows 10,1.6,No,14.0,2560x1440,202,Yes,4th Gen AMD Ryzen 7  4800HS,Asus,8,4th Gen,LPDDR4X,GTX 1650,Dedicated
Asus VivoBook X515JA-EJ501T Laptop (10th Gen Core i5/ 8GB/ 1TB/ Win10),37990,1024,Student,Windows 10,1.8,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i5 1035G1,Asus,8,10th Gen,Unknown,Unknown,Integrated
HP 14s-cf3047TU Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win10 Home),36739,256,Student,Windows 10,1.47,No,14.0,1366x768,112,No,10th Gen Intel Core i3 1005G1,Hp,4,10th Gen,DDR4,Unknown,Integrated
HP Pavilion 15-ab030TX (M2W73PA) Notebook (5th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph),56543,1024,Gaming,Windows 8.1,2.29,No,15.6,1920x1080,141,No,5th Gen Intel Core i5 5200U,Hp,8,5th Gen,DDR3,Unknown,Unknown
MSI Prestige 15 A10SC-092IN Gaming Laptop (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),117790,1024,Gaming,Windows 10,1.6,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i7 10710U,Msi,16,10th Gen,DDR4,GTX 1650,Dedicated
Acer Swift 7 SF713-51 (NX.GK6SI.007) Laptop (7th Gen Ci5/ 8GB/ 256GB SSD/ Win10),99999,256,Business,Windows 10,1.13,No,13.3,1920x1080,166,No,7th Gen Intel Core i5 7Y54,Acer,8,7th Gen,DDR3,Unknown,Integrated
Lenovo IdeaPad Slim 3 83K1016UIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),76950,512,General,Windows 11,1.62,No,15.0,1920x1080,144,Yes,13th Gen Intel Core i7 13620H,Lenovo,16,13th Gen,LPDDR5,Unknown,Integrated
Lenovo IdeaPad Slim 3 15IAH8 83ER00H3IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65101,512,General,Windows 11,1.62,No,15.6,1920x1080,134,Yes,12th Gen Intel Core i5 12450H,Lenovo,8,12th Gen,LPDDR5,Unknown,Integrated
Asus ROG Strix G18 2026 G815LR-TT292WS Gaming Laptop (Intel Core Ultra 9 290HX Plus/ 32GB/ 1TB SSD/ Win11/ 12GB RTX 5070Ti Graphics),389990,1024,Gaming,Windows 11,2.65,No,16.0,2560x1600,189,Yes,Intel Core Ultra 9 290HX Plus,Asus,32,Core Ultra,DDR5,RTX 5070TI,Dedicated
HP OmniBook 5 OLED 14-hh0030TU AI Laptop(Intel Core Ultra 7 355/ 16GB/ 1TB SSD/ Win11),139037,1024,Business,Windows 11,1.33,Yes,14.0,1920x1200,142,Yes,Intel Core Ultra 7 355,Hp,16,Core Ultra,LPDDR5X,IRIS XE,Integrated
Asus Zenbook S14 2026 UX5406AA-SU362W Laptop (Intel Core Ultra 9 386H / 16GB/ 512GB SSD/ Win11 Home),189990,512,Business,Windows 11,1.2,Yes,14.0,2880x1800,202,No,Intel Core Ultra 9 386H,Asus,16,Core Ultra,LPDDR5X,Unknown,Integrated
Dell Inspiron 3558 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (355834500iB),29990,500,Student,Windows 8.1,2.2,No,15.6,1366x768,100,No,4th Gen Intel Core i3 4005U,Dell,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Asus Vivobook 15 X1504VAP-NJ2861WS Laptop (Intel Core 5 120U/ 8GB/ 512GB SSD/ Win11),57390,512,General,Windows 11,1.7,No,15.6,1920x1080,141,Yes,Intel Core 5 120U,Asus,8,Unknown,DDR4,Unknown,Integrated
HP Pavilion 15-p210tx (K8U33PA) Notebook (5th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph),50500,1024,Gaming,Windows 8.1,2.27,No,15.6,1920x1080,141,No,5th Gen Intel Core i5 5200U,Hp,8,5th Gen,DDR3,Unknown,Unknown
"Asus TUF A15 2026 FA506NCG-HN192WS,Gaming Laptop(AMD Ryzen 7 8845HS/ 16GB / 512GB SSD/ Win11 / 4GB Graph)",117990,512,Gaming,Windows 11,2.3,No,15.6,1920x1080,141,Yes,8th Gen AMD Ryzen 7 8845HS,Asus,16,8th Gen,DDR5,RTX 3050,Dedicated
HP OmniBook 3 16-bu0274TU OLED AI Laptop (Intel Core Ultra 9 285H/ 24GB/ 1TB SSD/ Win11 Home),168956,1024,General,Windows 11,1.64,No,16.0,1920x1200,142,Yes,Intel Core Ultra 9 285H,Hp,24,Core Ultra,DDR5,Unknown,Unknown
HP 15s-dy2008TU Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home),54679,1024,General,Windows 10,1.83,No,15.6,1920x1080,141,No,10th Gen Intel Core i5 1035G1,Hp,8,10th Gen,DDR4,Unknown,Integrated
HP Pavilion 15s-fy5001TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),59594,512,General,Windows 11,1.69,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i5 1240P,Hp,8,12th Gen,DDR4,IRIS XE,Integrated
Lenovo ThinkPad E14 Gen 6 â21M7S0SF00 Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11),120000,512,General,Windows 11,1.43,No,14.0,1920x1200,162,Yes,Intel Core Ultra 7 Series 1 155H,Lenovo,16,Core Ultra Series 1,Unknown,Unknown,Integrated
Asus TUF Gaming A15 FA506IH-AL047T Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),54999,512,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,4th Gen AMD Ryzen 5  4600H,Asus,8,4th Gen,DDR4,GTX 1650,Dedicated
HP ProBook 4540s (DON65PA) Laptop (3rd Generation Intel Core i3/2GB /500GB/Windows 8 Pro),42015,320,General,Windows 8,2.47,No,16.0,1366x768,99,Yes,Intel Core i3,Hp,16,Unknown,DDR3,Unknown,Integrated
Lenovo Legion Y530 (81FV00JLIN) Laptop (8th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),69990,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8300H,Lenovo,8,8th Gen,DDR4,GTX 1050TI,Dedicated
HP Pavilion G6-2226TU Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8),30335,500,Student,Windows 8,2.47,No,15.6,1366x768,100,No,3rd Gen Intel Core i3 3110M,Hp,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
HP EliteBook 840 G10 B3HE4PT Business Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ DOS),83900,512,General,DOS,1.85,No,14.0,1920x1200,162,No,13th Gen Intel Core i5 1335U,Hp,8,13th Gen,DDR5,IRIS XE,Integrated
Asus Vivobook Go 14 2026 E1404FA-EB1762WS Laptop (AMD Ryzen 3 30/ 8GB/ 256GB SSD/ Win11 Home),60990,256,Gaming,Windows 11,1.85,No,14.0,1920x1080,157,Yes,AMD Ryzen 3 30,Asus,8,Unknown,LPDDR5,Unknown,Unknown
Lenovo Ideapad 330-15IGM (81D100H1IN) Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10),22490,1024,Student,Windows 10,1.85,No,15.6,1366x768,100,No,Intel Pentium Quad Core N5000,Lenovo,4,Pentium,DDR4,UHD 605,Integrated
Samsung Galaxy Book 5 360 NP750QHA-LG3IN Laptop (Intel Core Ultra 7 256V/ 16GB/ 1TB SSD/ Win11),122490,1024,General,Windows 11,1.46,Yes,15.6,1920x1080,141,No,Intel Core Ultra 7 256V,Samsung,16,Core Ultra,LPDDR5X,Unknown,Integrated
HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),55990,256,Gaming,Windows 11,1.74,No,15.6,1920x1080,141,Yes,5th Gen AMD Ryzen 5  5500U,Hp,8,5th Gen,DDR4,Unknown,Unknown
Acer Aspire One A114-43 AMD Laptop (AMD Ryzen 5 40/ 8GB/ 256GB SSD/ Win11),43990,256,Gaming,Windows 11,1.5,No,14.0,1366x768,112,No,AMD Ryzen 5 40,Acer,8,Unknown,LPDDR5,RADEON 610M,Unknown
MSI Thin 15 B13UC-2019IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),88499,512,Gaming,Windows 11,1.86,No,15.6,1920x1080,141,Yes,13th Gen Intel Core i7 13620H,Msi,16,13th Gen,DDR4,RTX 3050,Dedicated
Dell G15-5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),91582,512,Gaming,Windows 11,2.4,No,15.6,1920x1080,141,No,5th Gen AMD Ryzen 7  5800H,Dell,16,5th Gen,DDR4,RTX 3050TI,Dedicated
Asus Vivobook 16 2025 X1607CA-MB142WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win11),73990,512,General,Windows 11,1.88,No,16.0,1920x1200,142,No,Intel Core Ultra 5 225H,Asus,16,Core Ultra,DDR5,Unknown,Unknown
Asus VivoBook M415DA-EK322TS Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win10),28994,256,Gaming,Windows 10,1.6,No,14.0,1920x1080,157,Yes,3rd Gen AMD Ryzen 3  3250U,Asus,8,3rd Gen,DDR4,Unknown,Unknown
Asus VivoBook 15 X512FL Laptop (8th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 2GB Graph),59219,1024,General,Windows 10,1.75,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Asus,8,8th Gen,DDR4,MX250,Dedicated
Asus Vivobook 14 2025 S3407CA-LY057WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win11),76990,512,Business,Windows 11,1.39,No,14.0,1920x1200,162,Yes,Intel Core Ultra 5 225H,Asus,16,Core Ultra,DDR5,Unknown,Integrated
Asus Vivobook S14 S3407CA-LY084WS Laptop (Intel Core Ultra 7 255H/ 16GB/ 512GB SSD/ Win11),86990,512,General,Windows 11,1.4,No,14.0,1920x1200,162,Yes,Intel Core Ultra 7 255H,Asus,16,Core Ultra,DDR5,Unknown,Integrated
Lenovo Ideapad C340 81N40074IN Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),70999,512,General,Windows 10,1.65,Yes,14.0,1920x1080,157,No,8th Gen Intel Core i5 8265U,Lenovo,8,8th Gen,DDR4,UHD 620,Integrated
HP Victus 15-fb3185AX Gaming Laptop (AMD Ryzen 7 260/ 24GB/ 1TB SSD/ Win11/ 8GB Graph),119900,1024,Gaming,Windows 11,2.29,No,15.6,1920x1080,141,Yes,AMD Ryzen 7 260,Hp,24,Unknown,DDR5,RTX 5050,Dedicated
HP Chromebook x360 14-da0004TU Laptop (8th Gen Core i5/ 8GB/ 64GB eMMC/ Chrome OS),57405,512,General,ChromeOS,1.68,Yes,14.0,1920x1080,157,No,8th Gen Intel Core i5 8250U,Hp,8,8th Gen,DDR4,UHD 620,Integrated
Dell Latitude 3540 (3540-8170) Laptop (4th Gen Intel Core i3/4GB / 500GB/ Win8.1),35600,500,Student,Windows 8.1,2.3,No,15.6,1366x768,100,No,4th Gen Intel Core i3 4030U,Dell,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Lenovo LOQ 83JE00U7IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5050),129990,1024,Gaming,Windows 11,2.38,No,15.6,1920x1080,141,Yes,14th Gen Intel Core i7 14700HX,Lenovo,16,14th Gen,DDR5,RTX 5050,Dedicated
HP 15q-dy0006AU (6AL22PA) Laptop (APU Dual Core A6/ 4GB/ 1TB/ Win10 Home),25152,1024,Gaming,Windows 10,2.1,No,15.6,1366x768,100,No,AMD APU A6 A6-9225,Hp,4,Unknown,DDR4,RADEON R4,Unknown
Asus TUF Gaming A15 FA566NFR-HN259W Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),55990,512,Gaming,Windows 11,2.3,No,15.6,1920x1080,141,Yes,7th Gen AMD Ryzen 7 7435HS,Asus,16,7th Gen,DDR5,RTX 2050,Dedicated
Asus GA401QC-K2188WS Gaming Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),116580,1024,Gaming,Windows 11,1.6,No,14.0,2560x1440,202,Yes,5th Gen AMD Ryzen 7  5800HS,Asus,16,5th Gen,DDR4,RTX 3050,Dedicated
HP Envy 15-k007TX Notebook (4th Gen Ci5/ 8GB/ 1TB/ Win8.1/ 2GB Graph/ Touch),53000,1024,Gaming,Windows 8.1,2.49,Yes,15.6,1366x768,100,No,4th Gen Intel Core i5 4210U,Hp,8,4th Gen,DDR3,GT 850M,Dedicated
Lenovo Ideapad U310 (59-342831) Ultrabook (3rd Gen Ci5/ 4GB/ 500GB 24GB SSD/ Win7 HB),53905,500,General,Windows 7,1.7,No,13.3,1920x1080,141,No,3rd Gen Intel Core i5 3317U,Lenovo,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Asus Vivobook 15 X1502VA-BQ836WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),64990,512,General,Windows 11,1.7,No,15.6,1920x1080,141,Yes,13th Gen Intel Core i5 13420H,Asus,16,13th Gen,Unknown,IRIS XE,Integrated
Asus X555LA-XX522D Laptop (5th Gen Ci5/ 4GB/ 1TB/ FreeDOS),45000,1024,General,DOS,2.3,No,15.6,1366x768,100,No,5th Gen Intel Core i5 5200U,Asus,4,5th Gen,DDR3,HD GRAPHICS 5500,Integrated
Apple 2026 MacBook Pro 16 Laptop (Apple M5 Max / 48GB/ 2TB SSD/ macOS/ 40-core GPU),499900,2048,General,macOS,2.14,No,16.2,3456x2234,202,No,Apple M5 Max,Apple,48,M5 Max,Unknown,Unknown,Unknown
Lenovo Ideapad 320 (80XL037AIN) Laptop (7th Gen Ci7/ 8GB/ 1TB/ Win10 Home/ 2GB Graph),62900,1024,Gaming,Windows 10,2.2,No,15.6,1366x768,100,Yes,7th Gen Intel Core i7 7500U,Lenovo,8,7th Gen,DDR4,Unknown,Dedicated
Lenovo LOQ 15IRX10 83JE010SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5050),127990,1024,Gaming,Windows 11,2.45,No,16.0,1920x1080,138,Yes,13th Gen Intel Core i7 13645HX,Lenovo,16,13th Gen,DDR5,RTX 5050,Dedicated
HP Pavilion x360 14-dh0107TU (7AL87PA) Laptop (8th Gen Core i3/ 4GB/ 256GB SSD/ Win10 Home),46990,256,General,Windows 10,1.59,Yes,14.0,1366x768,112,Yes,8th Gen Intel Core i3 8145U,Hp,4,8th Gen,DDR4,UHD 620,Integrated
Lenovo Thinkbook 14 20VDA07JIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),57990,512,General,Windows 11,1.85,No,14.0,1920x1080,157,Yes,11th Gen Intel Core i5 1135G7,Lenovo,8,11th Gen,DDR4,Unknown,Integrated
LG Gram 14Z970 Laptop (7th Gen Ci5/ 8GB/ 256GB SSD/ Win10 Home),59200,256,General,Windows 10,1.85,No,14.0,1920x1080,157,No,7th Gen Intel Core i5 i5-7200U,Lg,8,7th Gen,DDR4,HD GRAPHICS 620,Integrated
Dell XPS 13 2026 Laptop (Intel Core 5-320/ 8GB/ 512GB SSD/ Win11),79999,512,General,Windows 11,3.175,Yes,13.4,2560x1440,202,No,Intel Core 5 320,Dell,8,Unknown,LPDDR5X,Unknown,Unknown
Lenovo LOQ Essential 83S000FWIN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),132990,512,Gaming,Windows 11,2.4,No,15.6,1920x1080,184,Yes,7th Gen AMD Ryzen 7 7735HS,Lenovo,16,7th Gen,DDR5,RTX 4050,Dedicated
HP 15-fd0665tu Laptop (Intel Core 5 120U/ 16GB/ 512GB SSD/ Win11 Home),64990,512,General,Windows 11,1.85,No,15.6,1920x1080,141,Yes,Intel Core 5 120U,Hp,16,Unknown,Unknown,IRIS XE,Integrated
MSI Stealth 14 AI Studio A1VGG-054IN Gaming Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),201990,1024,Gaming,Windows 11,1.7,No,15.6,2880x1800,194,Yes,Intel Core Ultra 7 Series 1 155H,Msi,32,Core Ultra Series 1,DDR5,RTX 4070,Dedicated
Apple MacBook Pro 16 Laptop (Apple M5 Max / 36GB/ 2TB SSD/ macOS),429900,2048,General,macOS,2.14,No,16.2,3456x2234,202,No,Apple M5 Max,Apple,36,M5 Max,Unknown,Unknown,Unknown
Asus Zenbook 14 2026 UX3405CA-QL1113WS Laptop (Intel Core Ultra 9 285H/ 32GB/ 1TB SSD/ Win11 Home),135990,1024,Business,Windows 11,1.2,Yes,14.0,1920x1200,162,No,Intel Core Ultra 9 285H,Asus,32,Core Ultra,LPDDR5X,Unknown,Integrated
HP 14-ep0385TU Laptop (Intel Core 5-120U/ 16GB/ 512GB SSD/ Win11 Home),62700,512,General,Windows 11,1.4,No,14.0,1920x1080,157,Yes,Intel Core 5 120U,Hp,16,Unknown,Unknown,Unknown,Unknown
HP Victus 15-fa2190TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 4GB Graphics),66990,512,Gaming,Windows 11,2.29,No,15.6,1920x1080,141,Yes,13th Gen Intel Core i5 13420H,Hp,16,13th Gen,DDR4,RTX 3050,Dedicated
Lenovo LOQ 15IAX9E 83LK00D9IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),109990,512,Gaming,Windows 11,1.77,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i7 12650HX,Lenovo,16,12th Gen,DDR5,RTX 4050,Dedicated
Lenovo ThinkPad X13 G2 20WLSAY600 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),151060,512,General,Windows 10,1.85,No,13.3,1920x1200,166,Yes,11th Gen Intel Core i7 1165G7,Lenovo,16,11th Gen,LPDDR4X,IRIS XE,Integrated
Asus TUF Dash F15 FX516PR-HN110TS Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home/ 8GB Graph),129490,512,Gaming,Windows 10,2.0,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i7 11370H,Asus,16,11th Gen,DDR4,RTX 3070,Dedicated
Asus Vivobook 14 X1407QA-LY038WS Laptop (Qualcomm Snapdragon X/ 16GB/ 512GB SSD/ Win11),58990,512,General,Windows 11,1.49,No,14.0,1920x1200,162,Yes,Qualcomm Snapdragon X X1 26 100,Asus,16,Unknown,LPDDR5X,Unknown,Integrated
Dell Pro 15 Essential PV15250 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),57600,512,General,Ubuntu,1.85,No,15.6,1920x1200,145,Yes,13th Gen Intel Core i5 1334U,Dell,8,13th Gen,DDR4,Unknown,Integrated
Lenovo Yoga Slim 7 Aura Edition 83JX001LIN Laptop (Intel Evo Core Ultra 5 228V/ 32GB/ 1TB/ Win11),139990,1024,General,Windows 11,1.85,Yes,14.0,1920x1200,202,No,Intel Core Ultra 5 228V,Lenovo,32,Core Ultra,LPDDR5X,Unknown,Integrated
Asus VivoBook S14 M3407KA-SF049WS Laptop (AMD Ryzen AI 7 350/ 16GB/ 1TB SSD/ Windows 11),107991,1024,Gaming,Windows 11,1.4,No,14.0,1920x1200,162,No,AMD Ryzen AI 7 350,Asus,16,Unknown,DDR5,Unknown,Unknown
Lenovo IdeaPad Slim 3 83EQ0044IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),69890,512,Business,Windows 11,1.37,No,14.0,1920x1080,157,Yes,12th Gen Intel Core i5 12450H,Lenovo,16,12th Gen,LPDDR5,Unknown,Integrated
Lenovo IdeaPad Slim 3 82XQ00W4IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),63988,512,Gaming,Windows 11,1.62,No,15.6,1920x1080,141,Yes,7th Gen AMD Ryzen 5 7520U,Lenovo,16,7th Gen,LPDDR5,RADEON 610M,Unknown
Asus Vivobook 15 2026 X1504MA-BQ126WS AI Laptop (Intel Core 5 320/ 16GB/ 512GB SSD/ Win11),107990,512,General,Windows 11,1.7,No,15.6,1920x1080,141,Yes,Intel Core 5 320,Asus,16,Unknown,Unknown,Unknown,Integrated
Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),112950,1024,Gaming,Windows 11,2.4,No,16.0,2560x1600,189,Yes,7th Gen AMD Ryzen 7 7840HS,Lenovo,16,7th Gen,DDR5,RTX 4060,Dedicated
Lenovo IdeaPad Slim 3 15IRH10 83K1011BIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),79990,512,General,Windows 11,1.62,No,15.3,1920x1200,148,Yes,13th Gen Intel Core i7 13620H,Lenovo,16,13th Gen,DDR5,Unknown,Integrated
Lenovo IdeaPad Slim 5 83S2005SIN AI Laptop (AMD Ryzen AI 7 445/ 16GB RAM/ 512GB SSD/ Win 11),121990,512,Gaming,Windows 11,1.47,No,14.0,1920x1200,162,Yes,Ryzen AI 400 Series AMD Ryzen AI 7 445,Lenovo,16,Unknown,DDR5,RADEON 820M,Unknown
HP 14q-cs0029TU Laptop (8th Gen Core i3/ 8GB/ 256GB SSD/ Win10 Home),37015,256,Student,Windows 10,1.47,No,14.0,1366x768,112,No,8th Gen Intel Core i3 8130U,Hp,8,8th Gen,DDR4,UHD 620,Integrated
Lenovo Ideapad S145 (81MV008TIN) Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),35500,1024,Student,Windows 10,1.85,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i3 8145U,Lenovo,4,8th Gen,DDR4,UHD 620,Integrated
HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),54999,512,Gaming,DOS,1.37,No,14.0,1920x1080,157,Yes,5th Gen AMD Ryzen 7 5800U,Hp,8,5th Gen,DDR4,Unknown,Unknown
Lenovo LOQ 83JE01F0IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060),149990,1024,Gaming,Windows 11,2.38,No,15.6,1920x1080,141,Yes,13th Gen Intel Core i7 13650HX,Lenovo,16,13th Gen,DDR5,RTX 5060,Dedicated
Lenovo IdeaPad 15ITL05 81X800J3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34999,512,Student,Windows 11,1.7,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i3 1115G4,Lenovo,8,11th Gen,DDR4,Unknown,Integrated
HP 15-fd1225tu Laptop (Intel Core 3 100U/ 8GB/ 512GB SSD/ Win11 Home),51264,512,General,Windows 11,1.65,No,15.6,1920x1080,141,Yes,Intel Core 3 100U,Hp,8,Unknown,DDR4,Unknown,Integrated
Asus Zenbook A14 (2026) UX3407NA-QD226WS Laptop (Snapdragon X2 Elite X2E-88-100/ 16GB/ 512GB SSD/ Win11),165990,512,General,Windows 11,3.175,No,14.0,1920x1200,162,No,Qualcomm Snapdragon X Elite X2E88100,Asus,16,Snapdragon X Elite,LPDDR5X,Unknown,Integrated
Acer Aspire S7-392 Ultrabook (4th Gen Ci5/ 4GB/ 256GB SSD/ Win8/ Touch) (NX.MBKSI.005),85999,256,Business,Windows 8,1.3,Yes,13.3,1920x1080,166,No,4th Gen Intel Core i5 4200U,Acer,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Acer Spin 3 SP313-51N NX.A9VSI.004 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),83990,512,General,Windows 10,1.4,Yes,13.3,2560x1600,202,No,11th Gen Intel Core i5 1135G7,Acer,8,11th Gen,LPDDR4X,IRIS XE,Integrated
Acer Aspire 14 AI A14-11M NX.JP3SI.001 Laptop ( Qualcomm Snapdragon X X1-26-100/ 16GB/ 512GB SSD/ Win11 Home),79990,512,Business,Windows 11,1.26,No,14.0,1920x1200,162,No,Qualcomm Snapdragon X X1-26-100,Acer,16,Unknown,LPDDR5X,Unknown,Integrated
Toshiba Satellite L850-X5310 Laptop (3rd Gen Ci5/ 6GB/ 750GB/ Win7 HP/ 2GB Graph),43900,750,Gaming,Windows 7,2.3,No,15.6,1366x768,100,No,3rd Gen Intel Core i5 3210M,Toshiba,6,3rd Gen,DDR3,Unknown,Unknown
HP Envy x360 14-fc0105TU Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),94500,512,General,Windows 11,1.44,Yes,14.0,1920x1200,162,No,Intel Core Ultra 5 125U,Hp,16,Core Ultra,LPDDR5,Unknown,Integrated
Apple MacBook Pro MR932HN/A Touch Bar Laptop (8th Gen Ci7/ 16GB/ 256GB SSD/ Mac OS Mojave),199900,256,Gaming,macOS,1.83,No,15.4,2880x1800,202,No,8th Gen Intel Core i7,Apple,16,8th Gen,DDR4,Unknown,Unknown
Dell Latitude 5411 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),106000,512,General,Windows 10,1.54,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i5 10300H,Dell,8,10th Gen,DDR4,Unknown,Integrated
Asus Vivobook S16 S3607VA-RP054WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),60990,512,General,Windows 11,1.7,No,16.0,1920x1200,141,Yes,13th Gen Intel Core i5 13420H,Asus,16,13th Gen,DDR5,Unknown,Integrated
HP 240 G10 âBM5D5AT Business Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),59700,512,General,Windows 11,1.4,No,14.0,1920x1080,157,Yes,13th Gen Intel Core i5 1334U,Hp,8,13th Gen,DDR4,IRIS XE,Integrated
Asus ROG Strix G16 2026 G614PW-RV078WS Gaming Laptop (AMD Ryzen 9 8940HX/ 16GB/ 1TB SSD/ Win11/ 16GB RTX 5080 Graph),365990,1024,Gaming,Windows 11,2.5,No,16.0,1920x1200,142,Yes,8th Gen AMD Ryzen 9 8940HX,Asus,16,8th Gen,DDR5,RTX 5080,Dedicated
Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),63990,512,General,Windows 11,1.7,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i5 1235U,Asus,16,12th Gen,DDR4,IRIS XE,Integrated
Asus VivoBook X509JA-BQ043T Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),54990,512,General,Windows 10,1.9,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i5 1035G1,Asus,8,10th Gen,DDR4,Unknown,Integrated
