name,price,storage_gb,primary_use_case,OS,Weight,Touch,Size,Resolution,PPI,Anti Glare Screen,Processor,Brand,RAM,Generation,RAM_Type,GPU_Model,GPU_Type
HP ProBook 440 G6 (6PL75PA) Laptop (8th Gen Core i7/ 8GB/ 1TB HDD/ Win10),103000,1024,General,Windows 10,1.6,No,14.0,1920x1080,157,Yes,8th Gen Intel Core i7 8565U,Hp,8,8th Gen,DDR4,UHD 620,Integrated
Asus ROG Strix SCAR 16 2024 G634JZR-CM932WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),279990,2048,Gaming,Windows 11,2.65,No,16.0,2560x1600,189,Yes,14th Gen Intel Core i9 14900HX,Asus,32,14th Gen,DDR5,RTX 4080,Dedicated
Asus VivoBook 15 X515JA-EJ532TS Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Home),44990,256,General,Windows 10,1.8,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i5,Asus,8,10th Gen,DDR4,Unknown,Integrated
MSI Modern 15 B12MO-1006IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),51990,512,General,Windows 11,1.7,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i7 1255U,Msi,16,12th Gen,DDR4,IRIS XE,Integrated
Lenovo Thinkpad E14 20RAS13L00 Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win10),77500,256,General,Windows 10,1.69,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i5 10210U,Lenovo,8,10th Gen,DDR4,Unknown,Integrated
Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),54990,512,Gaming,Windows 11,1.88,No,16.0,1920x1200,142,Yes,7th Gen AMD Ryzen 7 7730U,Asus,16,7th Gen,DDR4,Unknown,Unknown
Asus ROG Zephyrus Duo 16 (2023) GX650PZ-NM047WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 12GB Graph),379990,2048,Gaming,Windows 11,2.5,No,16.0,3840x2400,202,Yes,7th Gen AMD Ryzen 9  7945HX,Asus,32,7th Gen,DDR5,RTX 4080,Dedicated
MSI Katana GF66 12UD-472IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),59990,512,Gaming,Windows 11,2.25,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i5 12500H,Msi,16,12th Gen,DDR4,RTX 3050 TI,Dedicated
Acer Nitro 5 AN515-45 UN.QCLSI.006 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),86008,1024,Gaming,Windows 11,2.2,No,15.6,1920x1080,141,No,5th Gen AMD Ryzen 5  5600H,Acer,8,5th Gen,DDR4,RTX 3050,Dedicated
MSI Vector 17 HX AI A2XWHG-085IN Gaming Laptop (Intel Core Ultra 9 275HX / 32GB/ 2TB SSD/ Win11/ 12GB RTX 5070 Ti Graph),265990,2048,Gaming,Windows 11,3.0,No,17.0,2560x1600,178,No,Intel Core Ultra 9 275HX,Msi,32,Core Ultra,DDR5,RTX 5070 TI,Dedicated
Lenovo ideapad 130 81H5003GIN Laptop (APU Dual Core A6/ 4GB/ 1TB/ FreeDOS),17990,1024,Gaming,DOS,2.1,No,15.6,1366x768,100,Yes,7th Gen AMD APU A6 9225,Lenovo,4,7th Gen,DDR4,Unknown,Unknown
Microsoft Surface Laptop 5 âRBY-00023 Laptop (12th Gen Core i7/ 8GB/ 256GB SSD/ Win11),134490,256,Business,Windows 11,1.29,Yes,15.0,2496x1664,201,No,12th Gen Intel  Core i7 1255U,Microsoft,8,12th Gen,Unknown,IRIS XE,Integrated
Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),57819,512,General,Windows 11,1.85,Yes,14.0,1920x1200,162,Yes,13th Gen Intel Core i3 1315U,Dell,8,13th Gen,LPDDR5,Unknown,Integrated
Dell 16 Alienware CAN16250CTO03MINO Gaming Laptop (Intel Core Ultra 9 275HX/ 64GB/ 2TB SSD/ Win 11/ 24GB RTX5090),581214,2048,Gaming,Windows 11,3.175,No,16.0,2560x1600,189,No,Intel Core Ultra 9 275HX,Dell,64,Core Ultra,DDR5,RTX 5090,Dedicated
Dell Inspiron 3511 Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Windows 10),34990,256,Student,Windows 10,1.85,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i3 1005G1,Dell,8,10th Gen,DDR4,Unknown,Integrated
HP 15-ba001ax (W6T51PA) Notebook (AMD Quad Core A8/ 4GB/ 1TB/ Win10 /2GB Graph),30290,1024,Gaming,Windows 10,2.19,No,15.6,1366x768,100,No,6th Gen AMD APU A8,Hp,4,6th Gen,DDR3,RADEON R5,Unknown
Lenovo IdeaPad Slim 5 16IMH9 83DC00ACIN Laptop (Intel Core Ultra 5/ 16GB RAM/ 512GB SSD/ Win 11),73990,512,General,Windows 11,1.85,No,16.0,1920x1200,142,Yes,Intel Core Ultra 5 Series 1 125H,Lenovo,16,Core Ultra Series 1,LPDDR5X,Unknown,Integrated
Acer Aspire E1-572 Laptop (4th Gen Ci5/ 4GB/ 500GB/ Win8) (NX.M8ESI.003),38500,500,Student,Windows 8,1.85,No,15.6,1366x768,101,No,4th Gen Intel Core i5 4200U,Acer,4,4th Gen,DDR3,Unknown,Integrated
Acer Aspire A315-31 (NX.GY3SI.003) Laptop (Celeron Dual Core/ 4GB/ 500GB/ Linux),17799,500,Student,Linux,1.85,No,15.6,1920x1080,141,No,Intel Celeron,Acer,4,Celeron,DDR3,Unknown,Integrated
HP Pavilion 14s- fy1003AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),64000,512,Gaming,Windows 11,1.46,No,14.0,1920x1080,157,No,5th Gen AMD Ryzen 5  5500U,Hp,16,5th Gen,DDR4,Unknown,Unknown
Asus Chromebook C223NA-DH02 Laptop (Celeron Dual Core/ 4GB/ 32GB SSD/ Chrome OS),35143,32,Student,ChromeOS,3.175,No,11.6,1366x768,135,Yes,Intel Celeron N3350,Asus,4,Celeron,LPDDR4,Unknown,Integrated
Lenovo Ideapad Gaming 3 82EY00L8IN Laptop (AMD Ryzen 7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),74089,512,Gaming,Windows 10,2.2,No,15.6,1920x1080,141,Yes,4th Gen AMD Ryzen 7 4800H,Lenovo,8,4th Gen,DDR4,GTX 1650,Dedicated
HP 15s-dr0002tx Laptop (8th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 2GB Graph),51544,1024,Gaming,Windows 10,1.74,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Hp,8,8th Gen,Unknown,Unknown,Dedicated
Asus Vivobook Pro 14 OLED 2021 K3400PA-KM502WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),55000,512,General,Windows 11,1.4,No,14.0,2880x1800,202,Yes,11th Gen Intel Core i5 11300H,Asus,16,11th Gen,DDR4,IRIS XE,Integrated
Lenovo V15 82KDA00XIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),59990,512,Gaming,Windows 11,1.85,No,15.6,1920x1080,147,Yes,5th Gen AMD Ryzen 5 5500U,Lenovo,8,5th Gen,DDR4,Unknown,Unknown
Lenovo ThinkPad T14 20W0S1C800 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),84000,512,General,Windows 11,1.53,No,14.0,1920x1080,157,Yes,11th Gen Intel Core i7 1165G7,Lenovo,16,11th Gen,DDR4,IRIS XE,Integrated
Lenovo V14 81YA002GIH Laptop (8th Gen Core i3/ 4GB/ 1TB/ Windows 10),38410,1024,Student,Windows 10,1.6,No,14.0,1366x768,112,Yes,8th Gen Intel Core i3 8130U,Lenovo,4,8th Gen,DDR4,UHD 620,Integrated
Acer Aspire Lite AL15-51 UN.431SI.288 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),36994,512,Student,Windows 11,1.59,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 1135G7,Acer,8,11th Gen,DDR4,IRIS XE,Integrated
Lenovo Legion 5 82JK00LYIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),80639,512,Gaming,Windows 11,2.25,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 11400H,Lenovo,16,11th Gen,DDR4,RTX 3050,Dedicated
Acer Extensa EX215-54 Laptop (11th Gen Core i3/ 4GB/ 1TB HDD/ Win10 Home),31000,1024,Student,Windows 10,1.7,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i3 1115G4,Acer,4,11th Gen,Unknown,Unknown,Integrated
Dell G15-5515 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),163990,512,Gaming,Windows 11,2.51,No,15.6,1920x1080,141,Yes,6th Gen AMD Ryzen 7  6800H,Dell,16,6th Gen,DDR5,RTX 3060,Dedicated
Asus X509FA-EJ562TS Laptop (8th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Home),50314,256,General,Windows 10,1.9,No,15.6,1920x1080,141,Yes,8th Gen Intel Core i5 8265U,Asus,8,8th Gen,DDR4,UHD 620,Integrated
Acer Aspire 3 A315-34 (NX.HE3SI.004) Laptop (Pentium Quad Core/ 4GB/ 500GB/ Win10),29990,500,Student,Windows 10,1.9,No,15.6,1366x768,100,No,Intel Pentium  N5000,Acer,4,Pentium,DDR4,UHD 605,Integrated
Lenovo Ideapad Slim 3i 81WD00TJIN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Windows 10),52490,256,General,Windows 10,1.6,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i3 1005G1,Lenovo,8,10th Gen,DDR4,Unknown,Integrated
Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47490,512,General,Windows 11,1.7,No,15.6,1920x1080,157,Yes,12th Gen Intel Core i3 1215U,Lenovo,8,12th Gen,DDR4,Unknown,Integrated
Asus Chromebook CX1500CKA-NJ0395 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),26999,512,Student,ChromeOS,1.8,No,15.6,1920x1080,141,Yes,Intel Celeron N4500,Asus,8,Celeron,LPDDR4X,Unknown,Integrated
Asus ROG Strix G15 G512LI-HN177T Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),89800,512,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i5 10300H,Asus,8,10th Gen,DDR4,GTX 1650 TI,Dedicated
Lenovo Thinkpad L380 (20M5S04M00) Laptop (8th Gen Ci3/ 8GB/ 256GB SSD/ FreeDOS),68999,256,General,DOS,1.46,Yes,13.3,1366x768,118,Yes,8th Gen Intel Core i3 8130U,Lenovo,8,8th Gen,DDR4,UHD 620,Integrated
Dell Alienware M18 R2 Gaming Laptop (14th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),450869,1024,Gaming,Windows 11,3.175,No,18.0,2560x1600,168,Yes,14th Gen Intel Core i9 14900HX,Dell,64,14th Gen,DDR5,RTX 4090,Dedicated
Dell Vostro 15 3546 Laptop (4th Gen CDC/ 2GB/ 500GB/ Win8.1),24299,500,Student,Windows 8.1,2.3,No,15.6,1366x768,100,No,Intel Celeron 2955U,Dell,2,Celeron,DDR3,Unknown,Unknown
HP 2000-2313TU Laptop (2nd Gen Ci3/ 2GB/ 500GB/ DOS),28490,500,Student,DOS,2.45,No,15.6,1366x768,100,No,2nd Gen Intel Core i3 2348M,Hp,2,2nd Gen,DDR3,HD GRAPHICS 3000,Integrated
Dell XPS 15 7590 Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB SSD/ Win10/ 4GB Graph),154900,1024,Gaming,Windows 10,2.0,No,15.6,3840x2160,202,Yes,9th Gen Intel Core i7 9570H,Dell,8,9th Gen,DDR4,GTX 1650,Dedicated
Lenovo E41-45 82BF001EIH Notebook (APU A6-9225/ 4GB/ 1TB HDD/ Windows 10),19999,1024,Gaming,Windows 10,2.2,No,14.0,1366x768,112,No,AMD APU A6 A6-9225,Lenovo,4,Unknown,DDR4,RADEON R4,Unknown
MSI GF65 Thin 9SEXR-438IN Laptop (9th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),80990,512,Gaming,Windows 10,1.86,No,15.6,1920x1080,141,Yes,9th Gen Intel Core i5 9300H,Msi,8,9th Gen,DDR4,RTX 2060,Dedicated
HP Envy 13-bd0063TU Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10),90994,512,General,Windows 10,3.04,Yes,13.3,1920x1080,166,Yes,11th Gen Intel Core i7 1165G7,Hp,16,11th Gen,Unknown,IRIS XE,Integrated
Huawei Honor Magicbook Notebook (8th Gen Ci7/ 8GB/ 256GB SSD/ Win10/ 2GB Graph),60697,256,Gaming,Windows 10,1.47,No,14.0,1920x1080,157,No,Intel Core i7 (8th Gen),Huawei,8,8th Gen,LPDDR3,MX150,Dedicated
HP 247 G8 600A9PA Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11),30216,512,Gaming,Windows 11,1.47,No,14.0,1366x768,112,Yes,5th Gen AMD Ryzen 3  5300U,Hp,8,5th Gen,DDR4,Unknown,Unknown
Asus ZenBook Flip 14 UM462DA Laptop (AMD Quad Core R7/ 8GB/ 512GB SSD/ Win10),72500,512,Gaming,Windows 10,1.6,No,14.0,1920x1080,157,Yes,Amd Ryzen 7 3700U,Asus,8,Unknown,DDR4,VEGA 10,Dedicated
HP 255 G8 3K9U2PA Laptop (AMD Ryzen 3/ 4GB/ 512GB SSD/ Windows 10),29990,512,Student,Windows 10,1.6,No,15.6,1920x1080,141,Yes,3rd Gen AMD Ryzen 3  3300U,Hp,4,3rd Gen,DDR4,Unknown,Unknown
Lenovo Ideapad S340  81VV00HEIN laptop (10th Gen Core i3/ 8GB/ 1TB/ Win10 Home),48999,1024,General,Windows 10,1.6,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i3 1005G1,Lenovo,8,10th Gen,DDR4,Unknown,Integrated
Acer Predator Helios 300 PH315-53 NH.QCYSI.003 Gaming Laptop (10th Gen Core i7/ 16GB/ 2TB HDD/ 1TB SSD/ Win10 Home/ 6GB Graph),116990,2048,Gaming,Windows 10,2.3,No,15.6,1920x1080,202,Yes,10th Gen Intel Core i7 10870H,Acer,16,10th Gen,DDR4,RTX 3060,Dedicated
MSI Modern 14 A10RB-651IN Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),79990,512,Business,Windows 10,1.19,No,14.0,1920x1080,157,Yes,10th Gen Intel Core i7 10510U,Msi,8,10th Gen,DDR4,MX250,Dedicated
Dell Vostro 3510 D585049WIN8 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),42750,1024,General,Windows 11,1.69,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i3 1115G4,Dell,8,11th Gen,DDR4,Unknown,Integrated
HP Pavilion Touchsmart 14-B171TU Sleekbook (2nd Gen PDC/ 4GB/ 500GB/ Win8/ Touch),30606,500,Student,Windows 8,2.0,Yes,14.0,1366x768,112,No,2nd Gen Intel Pentium Dual Core 987,Hp,4,2nd Gen,DDR3,Unknown,Integrated
Asus Zenbook 14 UX434FL-A7622TS Ultrabook (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 2GB Graph),105999,1024,Gaming,Windows 10,1.26,No,14.0,1920x1080,157,No,10th Gen Intel Core i7 10510U,Asus,16,10th Gen,LPDDR3,MX250,Dedicated
Asus X550CA-XO702D Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS),21500,500,Student,DOS,2.3,No,15.6,1366x768,100,No,3rd Gen Intel Core i3 3217U,Asus,2,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Asus TUF Gaming F16 FX688JPR-QT043WS Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB RTX 5070 8GB Graphics),189990,1024,Gaming,Windows 11,2.2,No,16.0,2560x1600,189,Yes,14th Gen Intel Core i7 14650HX,Asus,32,14th Gen,DDR5,RTX 5070,Dedicated
Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),39890,512,Business,Windows 11,1.3,No,14.0,1366x768,135,Yes,4th Gen Intel Celeron N4020,Lenovo,8,4th Gen,DDR4,Unknown,Integrated
Apple MacBook Air 2018 With Retina Display Laptop (Intel Core i5/ 8GB/ 128GB/ MacOS),106990,128,Business,macOS,1.25,No,13.3,2560x1600,202,No,8th Gen Intel Core i5 8210Y,Apple,8,8th Gen,LPDDR3,HD GRAPHICS 617,Integrated
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),239994,512,General,macOS,2.14,No,16.2,3456x2234,202,No,Apple M3 Pro,Apple,36,M3 Pro,Unknown,Unknown,Unknown
Acer NITRO AN515-54 (NH.Q5BSI.004) Gaming Laptop (9th Gen Core i5/ 8GB/ 2TB/ Win10/ 6GB Graph),72999,2048,Gaming,Windows 10,1.85,No,15.6,1920x1080,141,No,9th Gen Intel Core i5,Acer,8,9th Gen,DDR4,GTX 1660 TI,Dedicated
HP 14S-ER0003TU Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home),60218,1024,General,Windows 10,1.51,No,14.0,1920x1080,157,No,10th Gen Intel Core i5 1035G4,Hp,8,10th Gen,DDR4,Unknown,Integrated
LG Gram 14Z980-G Ultrabook (8th Gen Ci5/ 8GB/ 256GB SSD/ Win10),69900,256,General,Windows 10,3.175,No,14.0,1920x1080,157,No,8th Gen Intel Core i5 8250U,Lg,8,8th Gen,DDR4,Unknown,Integrated
HP Pavilion15-P100DX Laptop (4th Gen Ci7/ 6GB/ 750GB/ Win8.1),47499,750,General,Windows 8.1,2.2,No,15.6,1366x768,100,No,4th Gen Intel Core i7 4510U,Hp,6,4th Gen,DDR3,Unknown,Unknown
Lenovo Legion Y540 81SY00UCIN Gaming Laptop (9th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),84990,512,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,9th Gen Intel Core i5 9300H,Lenovo,8,9th Gen,DDR4,GTX 1650,Dedicated
Lenovo V15 82KB00EYIN Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Home),45249,256,General,Windows 10,1.7,No,15.0,1920x1080,147,Yes,11th Gen Intel Core i5 1135G7,Lenovo,8,11th Gen,DDR4,Unknown,Integrated
Lenovo Thinkpad Thinkpad (4th gen Ci5/4GB/500 GB/Intel HD Graphics 4600/Win 8 pro),57600,500,General,Windows 8,2.26,No,14.1,1366x768,111,No,4th Gen Intel Core i5 4200U,Lenovo,4,4th Gen,DDR3,HD GRAPHICS 4600,Integrated
Asus X541UA-DM1295T Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),28999,1024,Student,Windows 10,2.0,No,15.6,1920x1080,141,Yes,6th Gen Intel Core i3 6006U,Asus,4,6th Gen,DDR4,Unknown,Unknown
Lenovo Ideapad 110 (80UC004RIH) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS),25999,1024,Student,DOS,2.1,No,14.0,1366x768,112,No,6th Gen Intel Core i3 6006U,Lenovo,4,6th Gen,DDR4,HD GRAPHICS 520,Integrated
Dell Vostro 2520 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8),35250,500,Student,Windows 8,2.36,No,15.6,1366x768,100,No,3rd Gen Intel Core i3 3110M,Dell,4,3rd Gen,DDR3,HD GRAPHICS 4000,Integrated
Asus ROG Zephyrus G14 GA401IU-HA250TS Gaming Laptop (AMD Ryzen 9/ 16GB/1TB SSD/ Win10/ 6GB Graph),119990,1024,Gaming,Windows 10,1.6,No,14.0,2560x1440,202,Yes,4th Gen AMD Ryzen 9  4900HS,Asus,16,4th Gen,DDR4,GTX 1660TI,Dedicated
Lenovo LOQ 15IAX9I 83FQ002QIN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),79990,512,General,Windows 11,2.4,No,15.6,1920x1080,141,Yes,12th Gen Intel Core i5 12450HX,Lenovo,8,12th Gen,DDR5,ARC A530M,Integrated
Asus FX516PCZ-HN090T Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),78900,1024,General,Windows 10,2.0,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 11300H,Asus,8,11th Gen,Unknown,RTX3050,Dedicated
HP ZBook Firefly 14 G11 A1VL1PT Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/Win11),154900,1024,General,Windows 11,1.41,No,14.0,1920x1200,142,Yes,Intel Core Ultra 7 Series 1 155H,Hp,32,Core Ultra Series 1,DDR5,RTX A500,Dedicated
Asus Vivobook 16X K3605VC-RP517WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),77496,512,Gaming,Windows 11,1.8,No,16.0,1920x1200,202,Yes,13th Gen Intel Core i7 13620H,Asus,16,13th Gen,DDR4,RTX 3050,Dedicated
HP Omen 15-X7R21AV Laptop (7th Gen Ci7/ 16GB/ 1TB 512GB SSD/ Win10/ 4GB Graph),101649,1024,Gaming,Windows 10,2.7,No,15.6,1920x1080,141,No,7th Gen Intel Core i7 7700HQ,Hp,16,7th Gen,DDR4,GTX 1050,Dedicated
LG Gram 14Z90P-G.AJ63A2 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Home),76990,256,General,Windows 11,3.175,No,14.0,1920x1080,157,Yes,11th Gen Intel Core i5 1135G7,Lg,8,11th Gen,DDR4,IRIS XE,Integrated
Lenovo Legion 5i 82AU004NIN Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),75990,1024,Gaming,Windows 10,1.85,No,15.6,1920x1080,141,No,10th Gen Intel Core i5,Lenovo,8,10th Gen,DDR4,GTX 1650TI,Dedicated
Dell Inspiron 5370 Laptop (8th Gen Ci5/ 8GB/ 256GB SSD/ Win10 Home),45994,256,General,Windows 10,1.4,No,13.0,1920x1080,169,Yes,8th Gen Intel Core i5 8250U,Dell,8,8th Gen,DDR4,UHD 620,Integrated
HP Omen 16-wf0060TX Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),172900,1024,Gaming,Windows 11,2.35,No,16.1,2560x1440,182,Yes,13th Gen Intel Core i9 13900HX,Hp,16,13th Gen,DDR5,RTX 4060,Dedicated
Asus Eeebook 14 E410KA-EK101WS Laptop (Pentium Quad Core/ 8GB/ 256GB SSD/ Win11 Home),35990,256,Student,Windows 11,1.85,No,14.1,1920x1080,156,Yes,Intel Pentium  N6000,Asus,8,Pentium,DDR4,Unknown,Integrated
HP Pavilion 13-b103TU Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1) (J8C30PA),45990,1024,General,Windows 8.1,1.7,No,13.3,1366x768,118,No,4th Gen Intel Core i5 4210U,Hp,4,4th Gen,DDR3,HD GRAPHICS 4400,Integrated
Acer Aspire 3 A315-51 (NX.GS5SI.001) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Linux),25990,1024,Student,Linux,2.1,No,15.6,1366x768,100,No,7th Gen Intel Core i3,Acer,4,7th Gen,DDR4,Unknown,Integrated
Lenovo IdeaPad Slim 1 82R1004AIN Laptop (AMD Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win11 Home),38799,512,Gaming,Windows 11,1.6,No,15.6,1920x1080,157,Yes,3rd Gen AMD Ryzen 5 3500U,Lenovo,8,3rd Gen,DDR4,Unknown,Unknown
Lenovo Legion 5 Pro 82JQ0062IN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),113490,1024,Gaming,Windows 10,2.45,No,16.0,2560x1600,189,Yes,5th Gen AMD Ryzen 7  5800H,Lenovo,16,5th Gen,DDR4,RTX 3060,Dedicated
Asus ROG Strix G731GT-AU059T Gaming Laptop (9th Gen Core i7/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),98100,1024,Gaming,Windows 10,2.85,No,17.3,1920x1080,127,Yes,9th Gen Intel Core i7 9750H,Asus,16,9th Gen,Unknown,GTX 1650,Dedicated
Lenovo IdeaPad 3 15IML05 81WB013BIN Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 2GB Graph),52000,512,Gaming,Windows 10,1.7,No,15.6,1920x1080,141,Yes,10th Gen Intel Core i5 10210U,Lenovo,8,10th Gen,DDR4,MX330,Dedicated
Lenovo Ideapad 330 (81DE01K4IN) Laptop (8th Gen Ci7/ 8GB/ 1TB/ FreeDOS/ 4GB Graph),58990,1024,Gaming,DOS,2.2,No,15.6,1366x768,100,Yes,8th Gen Intel Core i7 8550U,Lenovo,8,8th Gen,DDR4,MX150,Dedicated
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),54990,512,Business,Windows 11,1.24,No,14.0,1920x1080,157,No,11th Gen Intel Core i3  1115G4,Infinix,8,11th Gen,LPDDR4X,Unknown,Integrated
Lenovo ThinkBook 15 21A4A09RIH Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),62990,512,Gaming,Windows 11,1.7,No,15.6,1920x1080,141,Yes,5th Gen AMD Ryzen 5  5500U,Lenovo,16,5th Gen,DDR4,Unknown,Unknown
Samsung Galaxy Book2 Pro 360 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),86990,512,General,Windows 11,1.41,Yes,15.6,1920x1080,166,Yes,12th Gen Intel Core i7 1260P,Samsung,16,12th Gen,LPDDR5,IRIS XE,Integrated
Lenovo Legion Y540 81SY00UAIN Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),89490,1024,Gaming,Windows 10,2.3,No,15.6,1920x1080,141,Yes,9th Gen Intel Core i5 9300H,Lenovo,8,9th Gen,DDR4,GTX 1650,Dedicated
HP Pavilion 15-DK2012TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),56999,512,Gaming,Windows 10,2.23,No,15.6,1920x1080,141,Yes,11th Gen Intel Core i5 11300H,Hp,8,11th Gen,DDR4,RTX 3050,Dedicated
Dell 15 Latitude 5450 Laptop (Intel Core Ultra 5 125U/ 16GB/ 1TB SSD/ Win11),179999,1024,General,Windows 11,1.85,No,14.0,1920x1200,162,Yes,Intel Core Ultra 5 125U,Dell,16,Core Ultra,Unknown,IRIS XE,Integrated
HP Pavilion 15-dk0047TX Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),62990,1024,Gaming,Windows 10,2.25,No,15.6,1920x1080,141,Yes,9th Gen Intel Core i5 9300H,Hp,8,9th Gen,DDR4,GTX 1650,Dedicated
Asus ROG-Strix G731GT-H7180T Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB/ Win10/ 4GB Graph),78750,1024,Gaming,Windows 10,1.85,No,17.3,1920x1080,127,Yes,9th Gen Intel Core i5 9300H,Asus,8,9th Gen,DDR4,GTX1650,Dedicated
